,Survived,Pclass,Sex,Age,Parch,Fare,Embarked,Has_Cabin,FamilySize,IsAlone,Title
446,1,2,0,0,1,2,0,0,2,0,4
447,1,1,1,2,0,2,0,0,1,1,1
448,1,3,0,0,1,2,1,0,4,0,4
449,1,1,1,3,0,2,0,1,1,1,5
450,0,2,1,2,2,2,0,0,4,0,1
451,0,3,1,2,0,2,0,0,2,0,1
452,0,1,1,1,0,2,1,1,1,1,1
453,1,1,1,3,0,3,1,1,2,0,1
454,0,3,1,0,0,1,0,0,1,1,1
455,1,3,1,1,0,0,1,0,1,1,1
456,0,1,1,65,0,2,0,1,1,1,1
457,1,1,0,2,0,3,0,1,2,0,3
458,1,2,0,3,0,1,0,0,1,1,4
459,0,3,1,1,0,0,2,0,1,1,1
460,1,1,1,2,0,2,0,1,1,1,1
461,0,3,1,2,0,1,0,0,1,1,1
462,0,1,1,2,0,3,0,1,1,1,1
463,0,2,1,2,0,1,0,0,1,1,1
464,0,3,1,1,0,1,0,0,1,1,1
465,0,3,1,2,0,0,0,0,1,1,1
466,0,2,1,1,0,0,0,0,1,1,1
467,0,1,1,3,0,2,0,0,1,1,1
468,0,3,1,2,0,0,2,0,1,1,1
469,1,3,0,0,1,2,1,0,4,0,4
470,0,3,1,1,0,0,0,0,1,1,1
471,0,3,1,2,0,1,0,0,1,1,1
472,1,2,0,2,2,2,0,0,4,0,3
473,1,2,0,1,0,1,1,1,1,1,3
474,0,3,0,1,0,1,0,0,1,1,4
475,0,1,1,2,0,3,0,1,1,1,1
476,0,2,1,2,0,2,0,0,2,0,1
477,0,3,1,1,0,0,0,0,2,0,1
478,0,3,1,1,0,0,0,0,1,1,1
479,1,3,0,0,1,1,0,0,2,0,4
480,0,3,1,0,2,3,0,0,8,0,2
481,0,2,1,1,0,0,0,0,1,1,1
482,0,3,1,3,0,1,0,0,1,1,1
483,1,3,0,3,0,1,0,0,1,1,3
484,1,1,1,1,0,3,1,1,2,0,1
485,0,3,0,1,1,2,0,0,5,0,4
486,1,1,0,2,0,3,0,1,2,0,3
487,0,1,1,3,0,2,1,1,1,1,1
488,0,3,1,1,0,1,0,0,1,1,1
489,1,3,1,0,1,2,0,0,3,0,2
490,0,3,1,2,0,2,0,0,2,0,1
491,0,3,1,1,0,0,0,0,1,1,1
492,0,1,1,3,0,2,0,1,1,1,1
493,0,1,1,71,0,3,1,0,1,1,1
494,0,3,1,1,0,1,0,0,1,1,1
495,0,3,1,1,0,2,1,0,1,1,1
496,1,1,0,3,0,3,1,1,2,0,4
497,0,3,1,1,0,2,0,0,1,1,1
498,0,1,0,1,2,3,0,1,4,0,3
499,0,3,1,1,0,0,0,0,1,1,1
500,0,3,1,1,0,1,0,0,1,1,1
501,0,3,0,1,0,0,2,0,1,1,4
502,0,3,0,1,0,0,2,0,1,1,4
503,0,3,0,2,0,1,0,0,1,1,4
504,1,1,0,0,0,3,0,1,1,1,4
505,0,1,1,1,0,3,1,1,2,0,1
506,1,2,0,2,2,2,0,0,3,0,3
507,1,1,1,2,0,2,0,0,1,1,1
508,0,3,1,1,0,2,0,0,1,1,1
509,1,3,1,1,0,3,0,0,1,1,1
510,1,3,1,1,0,0,2,0,1,1,1
511,0,3,1,1,0,1,0,0,1,1,1
512,1,1,1,2,0,2,0,1,1,1,1
513,1,1,0,3,0,3,1,0,2,0,3
514,0,3,1,1,0,0,0,0,1,1,1
515,0,1,1,2,0,3,0,1,1,1,1
516,1,2,0,2,0,1,0,1,1,1,3
517,0,3,1,1,0,2,2,0,1,1,1
518,1,2,0,2,0,2,0,0,2,0,3
519,0,3,1,1,0,0,0,0,1,1,1
520,1,1,0,1,0,3,0,1,1,1,4
521,0,3,1,1,0,0,0,0,1,1,1
522,0,3,1,1,0,0,1,0,1,1,1
523,1,1,0,2,1,3,1,1,2,0,3
524,0,3,1,1,0,0,1,0,1,1,1
525,0,3,1,2,0,0,2,0,1,1,1
526,1,2,0,3,0,1,0,0,1,1,4
527,0,1,1,0,0,3,0,1,1,1,1
528,0,3,1,2,0,1,0,0,1,1,1
529,0,2,1,1,1,1,0,0,4,0,1
530,1,2,0,0,1,2,0,0,3,0,4
531,0,3,1,2,0,0,1,0,1,1,1
532,0,3,1,1,1,0,1,0,3,0,1
533,1,3,0,1,2,2,1,0,3,0,3
534,0,3,0,1,0,1,0,0,1,1,4
535,1,2,0,0,2,2,0,0,3,0,4
536,0,1,1,2,0,2,0,1,1,1,5
537,1,1,0,1,0,3,1,0,1,1,4
538,0,3,1,1,0,2,0,0,1,1,1
539,1,1,0,1,2,3,1,1,3,0,4
540,1,1,0,2,2,3,0,1,3,0,4
541,0,3,0,0,2,3,0,0,7,0,4
542,0,3,0,0,2,3,0,0,7,0,4
543,1,2,1,1,0,2,0,0,2,0,1
544,0,1,1,3,0,3,1,1,2,0,1
545,0,1,1,3,0,2,0,0,1,1,1
546,1,2,0,1,0,2,0,0,2,0,3
547,1,2,1,1,0,1,1,0,1,1,1
548,0,3,1,2,1,2,0,0,3,0,1
549,1,2,1,0,1,3,0,0,3,0,2
550,1,1,1,1,2,3,1,1,3,0,1
551,0,2,1,1,0,2,0,0,1,1,1
552,0,3,1,2,0,0,2,0,1,1,1
553,1,3,1,1,0,0,1,0,1,1,1
554,1,3,0,1,0,0,0,0,1,1,4
555,0,1,1,3,0,2,0,0,1,1,1
556,1,1,0,2,0,3,1,1,2,0,5
557,0,1,1,2,0,3,1,0,1,1,1
558,1,1,0,2,1,3,0,1,3,0,3
559,1,3,0,2,0,2,0,0,2,0,3
560,0,3,1,1,0,0,2,0,1,1,1
561,0,3,1,2,0,0,0,0,1,1,1
562,0,2,1,1,0,1,0,0,1,1,1
563,0,3,1,2,0,1,0,0,1,1,1
564,0,3,0,0,0,1,0,0,1,1,4
565,0,3,1,1,0,2,0,0,3,0,1
566,0,3,1,1,0,0,0,0,1,1,1
567,0,3,0,1,4,2,0,0,5,0,3
568,0,3,1,1,0,0,1,0,1,1,1
569,1,3,1,1,0,0,0,0,1,1,1
570,1,2,1,3,0,1,0,0,1,1,1
571,1,1,0,3,0,3,0,1,3,0,3
572,1,1,1,2,0,2,0,1,1,1,1
573,1,3,0,0,0,0,2,0,1,1,4
574,0,3,1,0,0,1,0,0,1,1,1
575,0,3,1,1,0,2,0,0,1,1,1
576,1,2,0,2,0,1,0,0,1,1,4
577,1,1,0,2,0,3,0,1,2,0,3
578,0,3,0,1,0,2,1,0,2,0,3
579,1,3,1,1,0,1,0,0,1,1,1
580,1,2,0,1,1,2,0,0,3,0,4
581,1,1,0,2,1,3,1,1,3,0,3
582,0,2,1,3,0,2,0,0,1,1,1
583,0,1,1,2,0,3,1,1,1,1,1
584,0,3,1,2,0,1,1,0,1,1,1
585,1,1,0,1,2,3,0,1,3,0,4
586,0,2,1,2,0,2,0,0,1,1,1
587,1,1,1,3,1,3,1,1,3,0,1
588,0,3,1,1,0,1,0,0,1,1,1
589,0,3,1,0,0,1,0,0,1,1,1
590,0,3,1,2,0,0,0,0,1,1,1
591,1,1,0,3,0,3,1,1,2,0,3
592,0,3,1,2,0,0,0,0,1,1,1
593,0,3,0,2,2,0,2,0,3,0,4
594,0,2,1,2,0,2,0,0,2,0,1
595,0,3,1,2,1,2,0,0,3,0,1
596,1,2,0,1,0,3,0,0,1,1,4
597,0,3,1,3,0,0,0,0,1,1,1
598,0,3,1,1,0,0,1,0,1,1,1
599,1,1,1,3,0,3,1,1,2,0,5
600,1,2,0,1,1,2,0,0,4,0,3
601,0,3,1,2,0,0,0,0,1,1,1
602,0,1,1,1,0,3,0,0,1,1,1
603,0,3,1,2,0,1,0,0,1,1,1
604,1,1,1,2,0,2,1,0,1,1,1
605,0,3,1,2,0,2,0,0,2,0,1
606,0,3,1,1,0,0,0,0,1,1,1
607,1,1,1,1,0,2,0,0,1,1,1
608,1,2,0,1,2,3,1,0,4,0,3
609,1,1,0,2,0,3,0,1,1,1,4
610,0,3,0,2,5,3,0,0,7,0,3
611,0,3,1,2,0,0,0,0,1,1,1
612,1,3,0,2,0,2,2,0,2,0,4
613,0,3,1,1,0,0,2,0,1,1,1
614,0,3,1,2,0,1,0,0,1,1,1
615,1,2,0,1,2,3,0,0,4,0,4
616,0,3,1,2,1,1,0,0,3,0,1
617,0,3,0,1,0,2,0,0,2,0,3
618,1,2,0,0,1,3,0,1,4,0,4
619,0,2,1,1,0,1,0,0,1,1,1
620,0,3,1,1,0,2,1,0,2,0,1
621,1,1,1,2,0,3,0,1,2,0,1
622,1,3,1,1,1,2,1,0,3,0,1
623,0,3,1,1,0,0,0,0,1,1,1
624,0,3,1,1,0,2,0,0,1,1,1
625,0,1,1,3,0,3,0,1,1,1,1
626,0,2,1,3,0,1,2,0,1,1,5
627,1,1,0,1,0,3,0,1,1,1,4
628,0,3,1,1,0,0,0,0,1,1,1
629,0,3,1,1,0,0,2,0,1,1,1
630,1,1,1,80,0,2,0,1,1,1,1
631,0,3,1,3,0,0,0,0,1,1,1
632,1,1,1,1,0,2,1,1,1,1,5
633,0,1,1,2,0,0,0,0,1,1,1
634,0,3,0,0,2,2,0,0,6,0,4
635,1,2,0,1,0,1,0,0,1,1,4
636,0,3,1,1,0,1,0,0,1,1,1
637,0,2,1,1,1,2,0,0,3,0,1
638,0,3,0,2,5,3,0,0,6,0,3
639,0,3,1,1,0,2,0,0,2,0,1
640,0,3,1,1,0,0,0,0,1,1,1
641,1,1,0,1,0,3,1,1,1,1,4
642,0,3,0,0,2,2,0,0,6,0,4
643,1,3,1,1,0,3,0,0,1,1,1
644,1,3,0,0,1,2,1,0,4,0,4
645,1,1,1,2,0,3,1,1,2,0,1
646,0,3,1,1,0,0,0,0,1,1,1
647,1,1,1,3,0,3,1,1,1,1,5
648,0,3,1,2,0,0,0,0,1,1,1
649,1,3,0,1,0,0,0,0,1,1,4
650,0,3,1,1,0,0,0,0,1,1,1
651,1,2,0,1,1,2,0,0,2,0,4
652,0,3,1,1,0,1,0,0,1,1,1
653,1,3,0,1,0,0,2,0,1,1,4
654,0,3,0,1,0,0,2,0,1,1,4
655,0,2,1,1,0,3,0,0,3,0,1
656,0,3,1,2,0,0,0,0,1,1,1
657,0,3,0,1,1,2,2,0,3,0,3
658,0,2,1,1,0,1,0,0,1,1,1
659,0,1,1,3,2,3,1,1,3,0,1
660,1,1,1,3,0,3,0,0,3,0,5
661,0,3,1,2,0,0,1,0,1,1,1
662,0,1,1,2,0,2,0,1,1,1,1
663,0,3,1,2,0,0,0,0,1,1,1
664,1,3,1,1,0,1,0,0,2,0,1
665,0,2,1,1,0,3,0,0,3,0,1
666,0,2,1,1,0,1,0,0,1,1,1
667,0,3,1,2,0,0,0,0,1,1,1
668,0,3,1,2,0,1,0,0,1,1,1
669,1,1,0,1,0,3,0,1,2,0,3
670,1,2,0,2,1,3,0,0,3,0,3
671,0,1,1,1,0,3,0,1,2,0,1
672,0,2,1,70,0,1,0,0,1,1,1
673,1,2,1,1,0,1,0,0,1,1,1
674,0,2,1,2,0,0,0,0,1,1,1
675,0,3,1,1,0,0,0,0,1,1,1
676,0,3,1,1,0,1,0,0,1,1,1
677,1,3,0,1,0,1,0,0,1,1,4
678,0,3,0,2,6,3,0,0,8,0,3
679,1,1,1,2,1,3,1,1,2,0,1
680,0,3,0,2,0,1,2,0,1,1,4
681,1,1,1,1,0,3,1,1,1,1,1
682,0,3,1,1,0,1,0,0,1,1,1
683,0,3,1,0,2,3,0,0,8,0,1
684,0,2,1,3,1,3,0,0,3,0,1
685,0,2,1,1,2,3,1,0,4,0,1
686,0,3,1,0,1,3,0,0,6,0,1
687,0,3,1,1,0,1,0,0,1,1,1
688,0,3,1,1,0,0,0,0,1,1,1
689,1,1,0,0,1,3,0,1,2,0,4
690,1,1,1,1,0,3,0,1,2,0,1
691,1,3,0,0,1,1,1,0,2,0,4
692,1,3,1,1,0,3,0,0,1,1,1
693,0,3,1,1,0,0,1,0,1,1,1
694,0,1,1,3,0,2,0,0,1,1,5
695,0,2,1,3,0,1,0,0,1,1,1
696,0,3,1,2,0,1,0,0,1,1,1
697,1,3,0,1,0,0,2,0,1,1,4
698,0,1,1,3,1,3,1,1,3,0,1
699,0,3,1,2,0,0,0,1,1,1,1
700,1,1,0,1,0,3,1,1,2,0,3
701,1,1,1,2,0,2,0,1,1,1,1
702,0,3,0,1,1,2,1,0,2,0,4
703,0,3,1,1,0,0,2,0,1,1,1
704,0,3,1,1,0,0,0,0,2,0,1
705,0,2,1,2,0,2,0,0,1,1,1
706,1,2,0,2,0,1,0,0,1,1,3
707,1,1,1,2,0,2,0,1,1,1,1
708,1,1,0,1,0,3,0,0,1,1,4
709,1,3,1,1,1,2,1,0,3,0,2
710,1,1,0,1,0,3,1,1,1,1,4
711,0,1,1,1,0,2,0,1,1,1,1
712,1,1,1,2,0,3,0,1,2,0,1
713,0,3,1,1,0,1,0,0,1,1,1
714,0,2,1,3,0,1,0,0,1,1,1
715,0,3,1,1,0,0,0,1,1,1,1
716,1,1,0,2,0,3,1,1,1,1,4
717,1,2,0,1,0,1,0,1,1,1,4
718,0,3,1,2,0,2,2,0,1,1,1
719,0,3,1,2,0,0,0,0,1,1,1
720,1,2,0,0,1,3,0,0,2,0,4
721,0,3,1,1,0,0,0,0,2,0,1
722,0,2,1,2,0,1,0,0,1,1,1
723,0,2,1,3,0,1,0,0,1,1,1
724,1,1,1,1,0,3,0,1,2,0,1
725,0,3,1,1,0,1,0,0,1,1,1
726,1,2,0,1,0,2,0,0,4,0,3
727,1,3,0,2,0,0,2,0,1,1,4
728,0,2,1,1,0,2,0,0,2,0,1
729,0,3,0,1,0,1,0,0,2,0,4
730,1,1,0,1,0,3,0,1,1,1,4
731,0,3,1,0,0,2,1,0,1,1,1
732,0,2,1,2,0,0,0,0,1,1,1
733,0,2,1,1,0,1,0,0,1,1,1
734,0,2,1,1,0,1,0,0,1,1,1
735,0,3,1,1,0,2,0,0,1,1,1
736,0,3,0,2,3,3,0,0,5,0,3
737,1,1,1,2,0,3,1,1,1,1,1
738,0,3,1,2,0,0,0,0,1,1,1
739,0,3,1,2,0,0,0,0,1,1,1
740,1,1,1,1,0,2,0,1,1,1,1
741,0,1,1,2,0,3,0,1,2,0,1
742,1,1,0,1,2,3,1,1,5,0,4
743,0,3,1,1,0,2,0,0,2,0,1
744,1,3,1,1,0,1,0,0,1,1,1
745,0,1,1,70,1,3,0,1,3,0,5
746,0,3,1,0,1,2,0,0,3,0,1
747,1,2,0,1,0,1,0,0,1,1,4
748,0,1,1,1,0,3,0,1,2,0,1
749,0,3,1,1,0,0,2,0,1,1,1
750,1,2,0,0,1,2,0,0,3,0,4
751,1,3,1,0,1,1,0,1,2,0,2
752,0,3,1,2,0,1,0,0,1,1,1
753,0,3,1,1,0,0,0,0,1,1,1
754,1,2,0,2,2,3,0,0,4,0,3
755,1,2,1,0,1,2,0,0,3,0,2
756,0,3,1,1,0,0,0,0,1,1,1
757,0,2,1,1,0,1,0,0,1,1,1
758,0,3,1,2,0,1,0,0,1,1,1
759,1,1,0,2,0,3,0,1,1,1,5
760,0,3,1,1,0,2,0,0,1,1,1
761,0,3,1,2,0,0,0,0,1,1,1
762,1,3,1,1,0,0,1,0,1,1,1
763,1,1,0,2,2,3,0,1,4,0,3
764,0,3,1,0,0,0,0,0,1,1,1
765,1,1,0,3,0,3,0,1,2,0,3
766,0,1,1,2,0,3,1,0,1,1,5
767,0,3,0,1,0,0,2,0,1,1,4
768,0,3,1,1,0,2,2,0,2,0,1
769,0,3,1,1,0,1,0,0,1,1,1
770,0,3,1,1,0,1,0,0,1,1,1
771,0,3,1,2,0,0,0,0,1,1,1
772,0,2,0,3,0,1,0,1,1,1,3
773,0,3,1,1,0,0,1,0,1,1,1
774,1,2,0,3,3,2,0,0,5,0,3
775,0,3,1,1,0,0,0,0,1,1,1
776,0,3,1,2,0,0,2,1,1,1,1
777,1,3,0,0,0,1,0,0,1,1,4
778,0,3,1,2,0,0,2,0,1,1,1
779,1,1,0,2,1,3,0,1,2,0,3
780,1,3,0,0,0,0,1,0,1,1,4
781,1,1,0,1,0,3,0,1,2,0,3
782,0,1,1,1,0,2,0,1,1,1,1
783,0,3,1,0,2,2,0,0,4,0,1
784,0,3,1,1,0,0,0,0,1,1,1
785,0,3,1,1,0,0,0,0,1,1,1
786,1,3,0,1,0,0,0,0,1,1,4
787,0,3,1,0,1,2,2,0,6,0,2
788,1,3,1,0,2,2,0,0,4,0,2
789,0,1,1,2,0,3,1,1,1,1,1
790,0,3,1,1,0,0,2,0,1,1,1
791,0,2,1,0,0,2,0,0,1,1,1
792,0,3,0,1,2,3,0,0,11,0,4
793,0,1,1,1,0,2,1,0,1,1,1
794,0,3,1,1,0,0,0,0,1,1,1
795,0,2,1,2,0,1,0,0,1,1,1
796,1,1,0,3,0,2,0,1,1,1,5
797,1,3,0,1,0,1,0,0,1,1,3
798,0,3,1,1,0,0,1,0,1,1,1
799,0,3,0,1,1,2,0,0,3,0,3
800,0,2,1,2,0,1,0,0,1,1,1
801,1,2,0,1,1,2,0,0,3,0,3
802,1,1,1,0,2,3,0,1,4,0,2
803,1,3,1,0,1,1,1,0,2,0,2
804,1,3,1,1,0,0,0,0,1,1,1
805,0,3,1,1,0,0,0,0,1,1,1
806,0,1,1,2,0,0,0,1,1,1,1
807,0,3,0,1,0,0,0,0,1,1,4
808,0,2,1,2,0,1,0,0,1,1,1
809,1,1,0,2,0,3,0,1,2,0,3
810,0,3,1,1,0,0,0,0,1,1,1
811,0,3,1,2,0,2,0,0,1,1,1
812,0,2,1,2,0,1,0,0,1,1,1
813,0,3,0,0,2,3,0,0,7,0,4
814,0,3,1,1,0,1,0,0,1,1,1
815,0,1,1,1,0,0,0,1,1,1,1
816,0,3,0,1,0,1,0,0,1,1,4
817,0,2,1,1,1,3,1,0,3,0,1
818,0,3,1,2,0,0,0,0,1,1,1
819,0,3,1,0,2,2,0,0,6,0,2
820,1,1,0,3,1,3,0,1,3,0,3
821,1,3,1,1,0,1,0,0,1,1,1
822,0,1,1,2,0,0,0,0,1,1,5
823,1,3,0,1,1,1,0,1,2,0,3
824,0,3,1,0,1,3,0,0,6,0,2
825,0,3,1,1,0,0,2,0,1,1,1
826,0,3,1,1,0,3,0,0,1,1,1
827,1,2,1,0,2,3,1,0,3,0,2
828,1,3,1,2,0,0,2,0,1,1,1
829,1,1,0,3,0,3,0,1,1,1,3
830,1,3,0,0,0,2,1,0,2,0,3
831,1,2,1,0,1,2,0,0,3,0,2
832,0,3,1,1,0,0,1,0,1,1,1
833,0,3,1,1,0,0,0,0,1,1,1
834,0,3,1,1,0,1,0,0,1,1,1
835,1,1,0,2,1,3,1,1,3,0,4
836,0,3,1,1,0,1,0,0,1,1,1
837,0,3,1,1,0,1,0,0,1,1,1
838,1,3,1,1,0,3,0,0,1,1,1
839,1,1,1,2,0,2,1,1,1,1,1
840,0,3,1,1,0,1,0,0,1,1,1
841,0,2,1,0,0,1,0,0,1,1,1
842,1,1,0,1,0,2,1,0,1,1,4
843,0,3,1,2,0,0,1,0,1,1,1
844,0,3,1,1,0,1,0,0,1,1,1
845,0,3,1,2,0,0,0,0,1,1,1
846,0,3,1,2,2,3,0,0,11,0,1
847,0,3,1,2,0,0,1,0,1,1,1
848,0,2,1,1,1,3,0,0,2,0,5
849,1,1,0,1,0,3,1,1,2,0,3
850,0,3,1,0,2,3,0,0,7,0,2
851,0,3,1,74,0,0,0,0,1,1,1
852,0,3,0,0,1,2,1,0,3,0,4
853,1,1,0,0,1,3,0,1,2,0,4
854,0,2,0,2,0,2,0,0,2,0,3
855,1,3,0,1,1,1,0,0,2,0,3
856,1,1,0,2,1,3,0,0,3,0,3
857,1,1,1,3,0,2,0,1,1,1,1
858,1,3,0,1,3,2,1,0,4,0,3
859,0,3,1,1,0,0,1,0,1,1,1
860,0,3,1,2,0,1,0,0,3,0,1
861,0,2,1,1,0,1,0,0,2,0,1
862,1,1,0,2,0,2,0,1,1,1,3
863,0,3,0,1,2,3,0,0,11,0,4
864,0,2,1,1,0,1,0,0,1,1,1
865,1,2,0,2,0,1,0,0,1,1,3
866,1,2,0,1,0,1,1,0,2,0,4
867,0,1,1,1,0,3,0,1,1,1,1
868,0,3,1,2,0,1,0,0,1,1,1
869,1,3,1,0,1,1,0,0,3,0,2
870,0,3,1,1,0,0,0,0,1,1,1
871,1,1,0,2,1,3,0,1,3,0,3
872,0,1,1,2,0,0,0,1,1,1,1
873,0,3,1,2,0,1,0,0,1,1,1
874,1,2,0,1,0,2,1,0,2,0,3
875,1,3,0,0,0,0,1,0,1,1,4
876,0,3,1,1,0,1,0,0,1,1,1
877,0,3,1,1,0,0,0,0,1,1,1
878,0,3,1,1,0,0,0,0,1,1,1
879,1,1,0,3,1,3,1,1,2,0,3
880,1,2,0,1,1,2,0,0,2,0,3
881,0,3,1,2,0,0,0,0,1,1,1
882,0,3,0,1,0,1,0,0,1,1,4
883,0,2,1,1,0,1,0,0,1,1,1
884,0,3,1,1,0,0,0,0,1,1,1
885,0,3,0,2,5,2,2,0,6,0,3
886,0,2,1,1,0,1,0,0,1,1,5
887,1,1,0,1,0,2,0,1,1,1,4
888,0,3,0,2,2,2,0,0,4,0,4
889,1,1,1,1,0,2,1,1,1,1,1
890,0,3,1,1,0,0,2,0,1,1,1
